city,year,sport,discipline,event,athlete,gender,country_code,country,event_gender,medal,decade,continent,repeat_medalist,sport_group
Seoul,1988,Volleyball,Volleyball,Volleyball,"Zhao, Hong",Women,Chn,China,W,Bronze,1980,Asia,No,Ball Sports
Seoul,1988,Volleyball,Volleyball,Volleyball,"Runov, Igor",Men,Urs,Soviet Union,M,Silver,1980,Europe,No,Ball Sports
Seoul,1988,Volleyball,Volleyball,Volleyball,"Wang, Ya-Jun",Women,Chn,China,W,Bronze,1980,Asia,No,Ball Sports
Seoul,1988,Volleyball,Volleyball,Volleyball,"Zaitsev, Viacheslav",Men,Urs,Soviet Union,M,Silver,1980,Europe,Yes,Ball Sports
Seoul,1988,Volleyball,Volleyball,Volleyball,"Ogienko, Valentina",Women,Urs,Soviet Union,W,Gold,1980,Europe,Yes,Ball Sports
Seoul,1988,Volleyball,Volleyball,Volleyball,"Sapega, Yuri",Men,Urs,Soviet Union,M,Silver,1980,Europe,No,Ball Sports
Seoul,1988,Volleyball,Volleyball,Volleyball,"Vilde, Raimundas",Men,Urs,Soviet Union,M,Silver,1980,Europe,No,Ball Sports
Seoul,1988,Volleyball,Volleyball,Volleyball,"Luyties, Ricci Judson",Men,Usa,United States,M,Gold,1980,North America,No,Ball Sports
Seoul,1988,Volleyball,Volleyball,Volleyball,"Smirnova, Irina",Women,Urs,Soviet Union,W,Gold,1980,Europe,Yes,Ball Sports
Seoul,1988,Volleyball,Volleyball,Volleyball,"Ctvrtlik, Robert Jan",Men,Usa,United States,M,Gold,1980,North America,Yes,Ball Sports
Seoul,1988,Weightlifting,Weightlifting,"+ 110Kg, Total (Super Heavyweight)","Kurlovich, Alexandre",Men,Urs,Soviet Union,M,Gold,1980,Europe,Yes,Other Sports
Seoul,1988,Weightlifting,Weightlifting,"+ 110Kg, Total (Super Heavyweight)","Zawieja, Martin",Men,Frg,West Germany,M,Bronze,1980,Europe,No,Other Sports
Seoul,1988,Weightlifting,Weightlifting,"67.5 - 75Kg, Total (Middleweight)","Steinhoefel, Ingo",Men,Gdr,East Germany,M,Silver,1980,Europe,No,Other Sports
Seoul,1988,Weightlifting,Weightlifting,"- 52Kg, Total (Flyweight)","Chun, Byung-Kwan",Men,Kor,"Korea, South",M,Silver,1980,Asia,Yes,Other Sports
Seoul,1988,Weightlifting,Weightlifting,"82.5 - 90Kg, Total (Middle-Heavyweight)","Mukhamedyarov, Nail",Men,Urs,Soviet Union,M,Silver,1980,Europe,No,Other Sports
Seoul,1988,Weightlifting,Weightlifting,"100 - 110Kg, Total (Heavyweight)","Weller, Ronny",Men,Gdr,East Germany,M,Bronze,1980,Europe,Yes,Other Sports
Seoul,1988,Weightlifting,Weightlifting,"90 - 100Kg, Total (First-Heavyweight)","Kuznetsov, Pavel",Men,Urs,Soviet Union,M,Gold,1980,Europe,No,Other Sports
Seoul,1988,Weightlifting,Weightlifting,"75 - 82.5Kg, Total (Light-Heavyweight)","Lee, Kyung-Kun",Men,Kor,"Korea, South",M,Bronze,1980,Asia,No,Other Sports
Seoul,1988,Weightlifting,Weightlifting,"- 56Kg, Total (Bantamweight)","Liu, Shoubin",Men,Chn,China,M,Bronze,1980,Asia,Yes,Other Sports
Seoul,1988,Weightlifting,Weightlifting,"100 - 110Kg, Total (Heavyweight)","Jacso, Jozsef",Men,Hun,Hungary,M,Silver,1980,Europe,No,Other Sports
Seoul,1988,Weightlifting,Weightlifting,"56 - 60Kg, Total (Featherweight)","Ye, Huan-Ming",Men,Chn,China,M,Bronze,1980,Asia,No,Other Sports
Seoul,1988,Weightlifting,Weightlifting,"90 - 100Kg, Total (First-Heavyweight)","Vlad, Nicu",Men,Rou,Romania,M,Silver,1980,Europe,Yes,Other Sports
Seoul,1988,Weightlifting,Weightlifting,"+ 110Kg, Total (Super Heavyweight)","Nerlinger, Manfred",Men,Frg,West Germany,M,Silver,1980,Europe,Yes,Other Sports
Seoul,1988,Weightlifting,Weightlifting,"67.5 - 75Kg, Total (Middleweight)","Varbanov, Aleksander",Men,Bul,Bulgaria,M,Bronze,1980,Europe,No,Other Sports
Seoul,1988,Weightlifting,Weightlifting,"60 - 67.5Kg, Total (Lightweight)","Li, Jin-He",Men,Chn,China,M,Bronze,1980,Asia,No,Other Sports
Seoul,1988,Weightlifting,Weightlifting,"82.5 - 90Kg, Total (Middle-Heavyweight)","Zawada, Slawomir",Men,Pol,Poland,M,Bronze,1980,Europe,No,Other Sports
Seoul,1988,Weightlifting,Weightlifting,"60 - 67.5Kg, Total (Lightweight)","Militosian, Israel",Men,Urs,Soviet Union,M,Silver,1980,Europe,Yes,Other Sports
Seoul,1988,Weightlifting,Weightlifting,"56 - 60Kg, Total (Featherweight)","Suleymanoglu, Naim",Men,Tur,Turkey,M,Gold,1980,Asia,Yes,Other Sports
Seoul,1988,Weightlifting,Weightlifting,"67.5 - 75Kg, Total (Middleweight)","Gidikov, Borislav",Men,Bul,Bulgaria,M,Gold,1980,Europe,No,Other Sports
Seoul,1988,Weightlifting,Weightlifting,"90 - 100Kg, Total (First-Heavyweight)","Immesberger, Peter",Men,Frg,West Germany,M,Bronze,1980,Europe,No,Other Sports
Seoul,1988,Weightlifting,Weightlifting,"56 - 60Kg, Total (Featherweight)","Topurov, Stefan",Men,Bul,Bulgaria,M,Silver,1980,Europe,No,Other Sports
Seoul,1988,Weightlifting,Weightlifting,"75 - 82.5Kg, Total (Light-Heavyweight)","Messzi, Istvan",Men,Hun,Hungary,M,Silver,1980,Europe,No,Other Sports
Seoul,1988,Weightlifting,Weightlifting,"- 56Kg, Total (Bantamweight)","Mirzoyan, Oksen",Men,Urs,Soviet Union,M,Gold,1980,Europe,No,Other Sports
Seoul,1988,Weightlifting,Weightlifting,"- 52Kg, Total (Flyweight)","Marinov, Sevdalin",Men,Bul,Bulgaria,M,Gold,1980,Europe,No,Other Sports
Seoul,1988,Weightlifting,Weightlifting,"100 - 110Kg, Total (Heavyweight)","Zakharevich, Yuri",Men,Urs,Soviet Union,M,Gold,1980,Europe,No,Other Sports
Seoul,1988,Weightlifting,Weightlifting,"75 - 82.5Kg, Total (Light-Heavyweight)","Arsamakov, Israil",Men,Urs,Soviet Union,M,Gold,1980,Europe,No,Other Sports
Seoul,1988,Weightlifting,Weightlifting,"- 56Kg, Total (Bantamweight)","He, Ying-Qiang",Men,Chn,China,M,Silver,1980,Asia,Yes,Other Sports
Seoul,1988,Weightlifting,Weightlifting,"- 52Kg, Total (Flyweight)","He, Zhuo-Qiang",Men,Chn,China,M,Bronze,1980,Asia,No,Other Sports
Seoul,1988,Weightlifting,Weightlifting,"82.5 - 90Kg, Total (Middle-Heavyweight)","Khrapaty, Anatoli",Men,Urs,Soviet Union,M,Gold,1980,Europe,Yes,Other Sports
Seoul,1988,Weightlifting,Weightlifting,"60 - 67.5Kg, Total (Lightweight)","Kunz, Joachim",Men,Gdr,East Germany,M,Gold,1980,Europe,Yes,Other Sports
Seoul,1988,Wrestling,Wrestling Free.,82 - 90Kg (Light-Heavyweight),"Ota, Akira",Men,Jpn,Japan,M,Silver,1980,Asia,Yes,Combat Sports
Seoul,1988,Wrestling,Wrestling Free.,82 - 90Kg (Light-Heavyweight),"Khadartsev, Makharbek",Men,Urs,Soviet Union,M,Gold,1980,Europe,Yes,Combat Sports
Seoul,1988,Wrestling,Wrestling Free.,52 - 57Kg (Bantamweight),"Mohammadian, Asgari",Men,Iri,Iran,M,Silver,1980,Asia,Yes,Combat Sports
Seoul,1988,Wrestling,Wrestling Free.,90 - 100Kg (Heavyweight),"Khabelov, Yuri",Men,Urs,Soviet Union,M,Silver,1980,Europe,No,Combat Sports
Seoul,1988,Wrestling,Wrestling Free.,90 - 100Kg (Heavyweight),"Scherr, William Edwin",Men,Usa,United States,M,Bronze,1980,North America,No,Combat Sports
Seoul,1988,Wrestling,Wrestling Free.,57 - 62Kg (Featherweight),"Chterev, Simeon",Men,Bul,Bulgaria,M,Bronze,1980,Europe,No,Combat Sports
Seoul,1988,Wrestling,Wrestling Free.,74 - 82Kg (Middleweight),"Gencalp, Necmi",Men,Tur,Turkey,M,Silver,1980,Asia,No,Combat Sports
Seoul,1988,Wrestling,Wrestling Free.,74 - 82Kg (Middleweight),"Lohyna, Jozef",Men,Tch,Czechoslovakia,M,Bronze,1980,Europe,No,Combat Sports
Seoul,1988,Wrestling,Wrestling Free.,74 - 82Kg (Middleweight),"Han, Myung-Woo",Men,Kor,"Korea, South",M,Gold,1980,Asia,No,Combat Sports
Seoul,1988,Wrestling,Wrestling Free.,62 - 68Kg (Lightweight),"Fadzaev, Arsen",Men,Urs,Soviet Union,M,Gold,1980,Europe,Yes,Combat Sports
Seoul,1988,Wrestling,Wrestling Free.,100 - 130Kg (Super Heavyweight),"Baumgartner, Bruce Robert",Men,Usa,United States,M,Silver,1980,North America,Yes,Combat Sports
Seoul,1988,Wrestling,Wrestling Free.,68 - 74Kg (Welterweight),"Varaev, Adlan",Men,Urs,Soviet Union,M,Silver,1980,Europe,No,Combat Sports
Seoul,1988,Wrestling,Wrestling Free.,68 - 74Kg (Welterweight),"Sofiadi-Rakhmat, Sukra",Men,Bul,Bulgaria,M,Bronze,1980,Europe,No,Combat Sports
Seoul,1988,Wrestling,Wrestling Free.,62 - 68Kg (Lightweight),"Carr, Nathaniel",Men,Usa,United States,M,Bronze,1980,North America,No,Combat Sports
Seoul,1988,Wrestling,Wrestling Free.,- 48Kg (Light-Flyweight),"Kobayashi, Takashi",Men,Jpn,Japan,M,Gold,1980,Asia,No,Combat Sports
Seoul,1988,Wrestling,Wrestling Free.,52 - 57Kg (Bantamweight),"Beloglazov, Sergei",Men,Urs,Soviet Union,M,Gold,1980,Europe,Yes,Combat Sports
Seoul,1988,Wrestling,Wrestling Free.,90 - 100Kg (Heavyweight),"Puscasu, Vasile",Men,Rou,Romania,M,Gold,1980,Europe,Yes,Combat Sports
Seoul,1988,Wrestling,Wrestling Free.,48 - 52Kg (Flyweight),"Trstena, Saban",Men,Yug,Yugoslavia,M,Silver,1980,Europe,Yes,Combat Sports
Seoul,1988,Wrestling,Wrestling Free.,48 - 52Kg (Flyweight),"Tohuzov, Vladimir",Men,Urs,Soviet Union,M,Bronze,1980,Europe,No,Combat Sports
Seoul,1988,Wrestling,Wrestling Free.,68 - 74Kg (Welterweight),"Monday, Kenneth",Men,Usa,United States,M,Gold,1980,North America,Yes,Combat Sports
Seoul,1988,Wrestling,Wrestling Free.,57 - 62Kg (Featherweight),"Smith, John",Men,Usa,United States,M,Gold,1980,North America,Yes,Combat Sports
Seoul,1988,Wrestling,Wrestling Free.,57 - 62Kg (Featherweight),"Sarkisyan, Stepan",Men,Urs,Soviet Union,M,Silver,1980,Europe,No,Combat Sports
Seoul,1988,Wrestling,Wrestling Free.,62 - 68Kg (Lightweight),"Park, Jang-Soon",Men,Kor,"Korea, South",M,Silver,1980,Asia,Yes,Combat Sports
Seoul,1988,Wrestling,Wrestling Free.,52 - 57Kg (Bantamweight),"Noh, Kyung-Sun",Men,Kor,"Korea, South",M,Bronze,1980,Asia,No,Combat Sports
Seoul,1988,Wrestling,Wrestling Free.,- 48Kg (Light-Flyweight),"Tzonov, Ivan",Men,Bul,Bulgaria,M,Silver,1980,Europe,No,Combat Sports
Seoul,1988,Wrestling,Wrestling Free.,- 48Kg (Light-Flyweight),"Karamchakov, Sergei",Men,Urs,Soviet Union,M,Bronze,1980,Europe,No,Combat Sports
Seoul,1988,Wrestling,Wrestling Free.,100 - 130Kg (Super Heavyweight),"Gobedjichvili, David",Men,Urs,Soviet Union,M,Gold,1980,Europe,Yes,Combat Sports
Seoul,1988,Wrestling,Wrestling Free.,48 - 52Kg (Flyweight),"Sato, Mitsuru",Men,Jpn,Japan,M,Gold,1980,Asia,No,Combat Sports
Seoul,1988,Wrestling,Wrestling Free.,82 - 90Kg (Light-Heavyweight),"Kim, Tae-Woo",Men,Kor,"Korea, South",M,Bronze,1980,Asia,No,Combat Sports
Seoul,1988,Wrestling,Wrestling Free.,100 - 130Kg (Super Heavyweight),"Schröder, Andreas",Men,Gdr,East Germany,M,Bronze,1980,Europe,No,Combat Sports
Seoul,1988,Wrestling,Wrestling Gre-R,74 - 82Kg (Middleweight),"Komaromi, Tibor",Men,Hun,Hungary,M,Silver,1980,Europe,No,Combat Sports
Seoul,1988,Wrestling,Wrestling Gre-R,82 - 90Kg (Light-Heavyweight),"Popov, Vladimir",Men,Urs,Soviet Union,M,Bronze,1980,Europe,No,Combat Sports
Seoul,1988,Wrestling,Wrestling Gre-R,48 - 52Kg (Flyweight),"Miyahara, Atsuji",Men,Jpn,Japan,M,Silver,1980,Asia,Yes,Combat Sports
Seoul,1988,Wrestling,Wrestling Gre-R,62 - 68Kg (Lightweight),"Kim, Sung-Moon",Men,Kor,"Korea, South",M,Silver,1980,Asia,No,Combat Sports
Seoul,1988,Wrestling,Wrestling Gre-R,90 - 100Kg (Heavyweight),"Wronski, Andrzej",Men,Pol,Poland,M,Gold,1980,Europe,Yes,Combat Sports
Seoul,1988,Wrestling,Wrestling Gre-R,68 - 74Kg (Welterweight),"Turlykhanov, Daulet",Men,Urs,Soviet Union,M,Silver,1980,Europe,No,Combat Sports
Seoul,1988,Wrestling,Wrestling Gre-R,100 - 130Kg (Super Heavyweight),"Karelin, Aleksandr",Men,Urs,Soviet Union,M,Gold,1980,Europe,Yes,Combat Sports
Seoul,1988,Wrestling,Wrestling Gre-R,74 - 82Kg (Middleweight),"Mamiashvili, Mikhail",Men,Urs,Soviet Union,M,Gold,1980,Europe,No,Combat Sports
Seoul,1988,Wrestling,Wrestling Gre-R,- 48Kg (Light-Flyweight),"Glab, Andrzej",Men,Pol,Poland,M,Silver,1980,Europe,No,Combat Sports
Seoul,1988,Wrestling,Wrestling Gre-R,57 - 62Kg (Featherweight),"An, Dae-Hyun",Men,Kor,"Korea, South",M,Bronze,1980,Asia,No,Combat Sports
Seoul,1988,Wrestling,Wrestling Gre-R,57 - 62Kg (Featherweight),"Vangelov, Jivko",Men,Bul,Bulgaria,M,Silver,1980,Europe,No,Combat Sports
Seoul,1988,Wrestling,Wrestling Gre-R,90 - 100Kg (Heavyweight),"Himmel, Gerhard",Men,Frg,West Germany,M,Silver,1980,Europe,No,Combat Sports
Seoul,1988,Wrestling,Wrestling Gre-R,100 - 130Kg (Super Heavyweight),"Johansson, Tomas",Men,Swe,Sweden,M,Bronze,1980,Europe,Yes,Combat Sports
Seoul,1988,Wrestling,Wrestling Gre-R,57 - 62Kg (Featherweight),"Madzhidov, Kamandar",Men,Urs,Soviet Union,M,Gold,1980,Europe,No,Combat Sports
Seoul,1988,Wrestling,Wrestling Gre-R,- 48Kg (Light-Flyweight),"Maenza, Vincenzo",Men,Ita,Italy,M,Gold,1980,Europe,Yes,Combat Sports
Seoul,1988,Wrestling,Wrestling Gre-R,90 - 100Kg (Heavyweight),"Koslowski, Dennis Marvin",Men,Usa,United States,M,Bronze,1980,North America,Yes,Combat Sports
Seoul,1988,Wrestling,Wrestling Gre-R,52 - 57Kg (Bantamweight),"Balov, Stoyan",Men,Bul,Bulgaria,M,Silver,1980,Europe,No,Combat Sports
Seoul,1988,Wrestling,Wrestling Gre-R,62 - 68Kg (Lightweight),"Sipila, Tapio",Men,Fin,Finland,M,Bronze,1980,Europe,Yes,Combat Sports
Seoul,1988,Wrestling,Wrestling Gre-R,82 - 90Kg (Light-Heavyweight),"Koskela, Harri Matias",Men,Fin,Finland,M,Silver,1980,Europe,No,Combat Sports
Seoul,1988,Wrestling,Wrestling Gre-R,82 - 90Kg (Light-Heavyweight),"Komchev, Atanas Slavov",Men,Bul,Bulgaria,M,Gold,1980,Europe,No,Combat Sports
Seoul,1988,Wrestling,Wrestling Gre-R,48 - 52Kg (Flyweight),"Rönningen, Jon",Men,Nor,Norway,M,Gold,1980,Europe,Yes,Combat Sports
Seoul,1988,Wrestling,Wrestling Gre-R,74 - 82Kg (Middleweight),"Kim, Sang-Kyu",Men,Kor,"Korea, South",M,Bronze,1980,Asia,No,Combat Sports
Seoul,1988,Wrestling,Wrestling Gre-R,- 48Kg (Light-Flyweight),"Tsenov, Bratan Tzenov",Men,Bul,Bulgaria,M,Bronze,1980,Europe,No,Combat Sports
Seoul,1988,Wrestling,Wrestling Gre-R,68 - 74Kg (Welterweight),"Tracz, Jozef",Men,Pol,Poland,M,Bronze,1980,Europe,Yes,Combat Sports
Seoul,1988,Wrestling,Wrestling Gre-R,68 - 74Kg (Welterweight),"Kim, Young-Nam",Men,Kor,"Korea, South",M,Gold,1980,Asia,No,Combat Sports
Seoul,1988,Wrestling,Wrestling Gre-R,48 - 52Kg (Flyweight),"Lee, Jae-Suk",Men,Kor,"Korea, South",M,Bronze,1980,Asia,No,Combat Sports
Seoul,1988,Wrestling,Wrestling Gre-R,62 - 68Kg (Lightweight),"Djulfalakian, Levon",Men,Urs,Soviet Union,M,Gold,1980,Europe,No,Combat Sports
Seoul,1988,Wrestling,Wrestling Gre-R,52 - 57Kg (Bantamweight),"Sike, Andras",Men,Hun,Hungary,M,Gold,1980,Europe,No,Combat Sports
Seoul,1988,Wrestling,Wrestling Gre-R,52 - 57Kg (Bantamweight),"Holidis, Charalambos",Men,Gre,Greece,M,Bronze,1980,Europe,Yes,Combat Sports
Seoul,1988,Wrestling,Wrestling Gre-R,100 - 130Kg (Super Heavyweight),"Gerovski, Rangel Ivanov",Men,Bul,Bulgaria,M,Silver,1980,Europe,No,Combat Sports
Barcelona,1992,Aquatics,Diving,3M Springboard,"Lenzi, Mark Edward",Men,Usa,United States,M,Gold,1990,North America,Yes,Water Sports
Barcelona,1992,Aquatics,Diving,10M Platform,"Xiong, Ni",Men,Chn,China,M,Bronze,1990,Asia,Yes,Water Sports
Barcelona,1992,Aquatics,Diving,3M Springboard,"Lachko, Irina",Women,Eun,Unified Team,W,Silver,1990,Europe,No,Water Sports
Barcelona,1992,Aquatics,Diving,3M Springboard,"Sautin, Dmitry",Men,Eun,Unified Team,M,Bronze,1990,Europe,Yes,Water Sports
Barcelona,1992,Aquatics,Diving,10M Platform,"Fu, Mingxia",Women,Chn,China,W,Gold,1990,Asia,Yes,Water Sports
Barcelona,1992,Aquatics,Diving,3M Springboard,"Baldus, Brita Pia",Women,Ger,Germany,W,Bronze,1990,Europe,No,Water Sports
Barcelona,1992,Aquatics,Diving,10M Platform,"Sun, Shuwei",Men,Chn,China,M,Gold,1990,Asia,No,Water Sports
Barcelona,1992,Aquatics,Diving,10M Platform,"Mirochina, Elena",Women,Eun,Unified Team,W,Silver,1990,Europe,No,Water Sports
Barcelona,1992,Aquatics,Diving,3M Springboard,"Tan, Liang-De",Men,Chn,China,M,Silver,1990,Asia,Yes,Water Sports
Barcelona,1992,Aquatics,Diving,10M Platform,"Clark, Mary Ellen",Women,Usa,United States,W,Bronze,1990,North America,Yes,Water Sports
Barcelona,1992,Aquatics,Diving,3M Springboard,"Gao, Min",Women,Chn,China,W,Gold,1990,Asia,Yes,Water Sports
Barcelona,1992,Aquatics,Diving,10M Platform,"Donie, Scott R.",Men,Usa,United States,M,Silver,1990,North America,No,Water Sports
Barcelona,1992,Aquatics,Swimming,4X100M Medley Relay,"Van Almsick, Franziska",Women,Ger,Germany,W,Silver,1990,Europe,Yes,Water Sports
Barcelona,1992,Aquatics,Swimming,200M Freestyle,"Kielgass, Kerstin",Women,Ger,Germany,W,Bronze,1990,Europe,Yes,Water Sports
Barcelona,1992,Aquatics,Swimming,800M Freestyle,"Henke, Jana",Women,Ger,Germany,W,Bronze,1990,Europe,No,Water Sports
Barcelona,1992,Aquatics,Swimming,4X100M Freestyle Relay,"Thompson, Jenny",Women,Usa,United States,W,Gold,1990,North America,Yes,Water Sports
Barcelona,1992,Aquatics,Swimming,4X100M Freestyle Relay,"Zikarsky, Bengt",Men,Ger,Germany,M,Bronze,1990,Europe,Yes,Water Sports
Barcelona,1992,Aquatics,Swimming,100M Freestyle,"Borges, Gustavo",Men,Bra,Brazil,M,Silver,1990,South America,Yes,Water Sports
Barcelona,1992,Aquatics,Swimming,200M Backstroke,"Egerszegi, Krisztina",Women,Hun,Hungary,W,Gold,1990,Europe,Yes,Water Sports
Barcelona,1992,Aquatics,Swimming,1500M Freestyle,"Housman, Glen Clifford",Men,Aus,Australia,M,Silver,1990,Oceania,No,Water Sports
Barcelona,1992,Aquatics,Swimming,50M Freestyle,"Zhuang, Yong",Women,Chn,China,W,Silver,1990,Asia,Yes,Water Sports
Barcelona,1992,Aquatics,Swimming,4X100M Freestyle Relay,"Zhao, Kun",Women,Chn,China,W,Silver,1990,Asia,No,Water Sports
Barcelona,1992,Aquatics,Swimming,200M Individual Medley,"Darnyi, Tamas",Men,Hun,Hungary,M,Gold,1990,Europe,Yes,Water Sports
Barcelona,1992,Aquatics,Swimming,200M Backstroke,"Lopez-Zubero, Martin",Men,Esp,Spain,M,Gold,1990,Europe,No,Water Sports
Barcelona,1992,Aquatics,Swimming,200M Freestyle,"Haislett, Nicole Lee",Women,Usa,United States,W,Gold,1990,North America,Yes,Water Sports
Barcelona,1992,Aquatics,Swimming,400M Individual Medley,"Darnyi, Tamas",Men,Hun,Hungary,M,Gold,1990,Europe,Yes,Water Sports
Barcelona,1992,Aquatics,Swimming,4X100M Medley Relay,"Ivanov, Vassili",Men,Eun,Unified Team,M,Silver,1990,Europe,No,Water Sports
Barcelona,1992,Aquatics,Swimming,100M Breaststroke,"Nall, Anita",Women,Usa,United States,W,Silver,1990,North America,Yes,Water Sports
Barcelona,1992,Aquatics,Swimming,800M Freestyle,"Lewis, Hayley Jane",Women,Aus,Australia,W,Silver,1990,Oceania,Yes,Water Sports
Barcelona,1992,Aquatics,Swimming,4X100M Medley Relay,"Zhivanevskaya, Nina Alexandrovna",Women,Eun,Unified Team,W,Bronze,1990,Europe,Yes,Water Sports
Barcelona,1992,Aquatics,Swimming,4X100M Freestyle Relay,"Hunger, Daniela",Women,Ger,Germany,W,Bronze,1990,Europe,Yes,Water Sports
Barcelona,1992,Aquatics,Swimming,200M Freestyle,"Sadovyi, Evgueni",Men,Eun,Unified Team,M,Gold,1990,Europe,Yes,Water Sports
Barcelona,1992,Aquatics,Swimming,4X100M Medley Relay,"Osygus, Simone",Women,Ger,Germany,W,Silver,1990,Europe,Yes,Water Sports
Barcelona,1992,Aquatics,Swimming,4X100M Medley Relay,"Volkov, Dmitri",Men,Eun,Unified Team,M,Silver,1990,Europe,Yes,Water Sports
Barcelona,1992,Aquatics,Swimming,100M Butterfly,"Szukala, Rafal",Men,Pol,Poland,M,Silver,1990,Europe,No,Water Sports
Barcelona,1992,Aquatics,Swimming,4X100M Medley Relay,"Haislett, Nicole Lee",Women,Usa,United States,W,Gold,1990,North America,Yes,Water Sports
Barcelona,1992,Aquatics,Swimming,4X100M Freestyle Relay,"Lu, Bin",Women,Chn,China,W,Silver,1990,Asia,No,Water Sports
Barcelona,1992,Aquatics,Swimming,100M Breaststroke,"Rogers, Philip John",Men,Aus,Australia,M,Bronze,1990,Oceania,Yes,Water Sports
Barcelona,1992,Aquatics,Swimming,4X100M Medley Relay,"Dersch, Hans",Men,Usa,United States,M,Gold,1990,North America,No,Water Sports
Barcelona,1992,Aquatics,Swimming,4X100M Medley Relay,"Thompson, Jenny",Women,Usa,United States,W,Gold,1990,North America,Yes,Water Sports
Barcelona,1992,Aquatics,Swimming,100M Freestyle,"Caron, Stephan",Men,Fra,France,M,Bronze,1990,Europe,Yes,Water Sports
Barcelona,1992,Aquatics,Swimming,4X200M Freestyle Relay,"Holmertz, Anders",Men,Swe,Sweden,M,Silver,1990,Europe,Yes,Water Sports
Barcelona,1992,Aquatics,Swimming,4X100M Medley Relay,"Hunger, Daniela",Women,Ger,Germany,W,Silver,1990,Europe,Yes,Water Sports
Barcelona,1992,Aquatics,Swimming,100M Freestyle,"Zhuang, Yong",Women,Chn,China,W,Gold,1990,Asia,Yes,Water Sports
Barcelona,1992,Aquatics,Swimming,400M Freestyle,"Perkins, Kieren John",Men,Aus,Australia,M,Silver,1990,Oceania,Yes,Water Sports
Barcelona,1992,Aquatics,Swimming,4X100M Freestyle Relay,"Bashkatov, Juri",Men,Eun,Unified Team,M,Silver,1990,Europe,Yes,Water Sports
Barcelona,1992,Aquatics,Swimming,200M Backstroke,"Battistelli, Stefano",Men,Ita,Italy,M,Bronze,1990,Europe,Yes,Water Sports
Barcelona,1992,Aquatics,Swimming,200M Backstroke,"Stevenson, Nicole Dawn",Women,Aus,Australia,W,Bronze,1990,Oceania,Yes,Water Sports
Barcelona,1992,Aquatics,Swimming,100M Butterfly,"Plewinski, Catherine",Women,Fra,France,W,Bronze,1990,Europe,Yes,Water Sports
Barcelona,1992,Aquatics,Swimming,400M Individual Medley,"Sacchi, Luca",Men,Ita,Italy,M,Bronze,1990,Europe,No,Water Sports
Barcelona,1992,Aquatics,Swimming,100M Freestyle,"Popov, Alexander",Men,Eun,Unified Team,M,Gold,1990,Europe,Yes,Water Sports
Barcelona,1992,Aquatics,Swimming,4X200M Freestyle Relay,"Taianovitch, Veniamin",Men,Eun,Unified Team,M,Gold,1990,Europe,Yes,Water Sports
Barcelona,1992,Aquatics,Swimming,4X100M Medley Relay,"Ponting, Thomas",Men,Can,Canada,M,Bronze,1990,North America,Yes,Water Sports
Barcelona,1992,Aquatics,Swimming,4X200M Freestyle Relay,"Gjertsen, Douglas S.",Men,Usa,United States,M,Bronze,1990,North America,Yes,Water Sports
Barcelona,1992,Aquatics,Swimming,200M Breaststroke,"Barrowman, Mike",Men,Usa,United States,M,Gold,1990,North America,No,Water Sports
Barcelona,1992,Aquatics,Swimming,100M Freestyle,"Thompson, Jenny",Women,Usa,United States,W,Silver,1990,North America,Yes,Water Sports
Barcelona,1992,Aquatics,Swimming,4X100M Freestyle Relay,"Szigat, Andreas",Men,Ger,Germany,M,Bronze,1990,Europe,No,Water Sports
Barcelona,1992,Aquatics,Swimming,4X100M Freestyle Relay,"Prigoda, Guennadi",Men,Eun,Unified Team,M,Silver,1990,Europe,Yes,Water Sports
Barcelona,1992,Aquatics,Swimming,200M Breaststroke,"Iwasaki, Kyoko",Women,Jpn,Japan,W,Gold,1990,Asia,No,Water Sports
Barcelona,1992,Aquatics,Swimming,4X100M Medley Relay,"Kleine, Megan A.",Women,Usa,United States,W,Gold,1990,North America,No,Water Sports
Barcelona,1992,Aquatics,Swimming,4X100M Medley Relay,"Wagstaff, Elizabeth",Women,Usa,United States,W,Gold,1990,North America,No,Water Sports
Barcelona,1992,Aquatics,Swimming,100M Backstroke,"Szabo, Tunde",Women,Hun,Hungary,W,Silver,1990,Europe,No,Water Sports
Barcelona,1992,Aquatics,Swimming,4X100M Freestyle Relay,"Pinger, Mark",Men,Ger,Germany,M,Bronze,1990,Europe,Yes,Water Sports
Barcelona,1992,Aquatics,Swimming,4X100M Freestyle Relay,"Yang, Wenyi",Women,Chn,China,W,Silver,1990,Asia,Yes,Water Sports
Barcelona,1992,Aquatics,Swimming,100M Backstroke,"Tewksbury, Mark",Men,Can,Canada,M,Gold,1990,North America,Yes,Water Sports
Barcelona,1992,Aquatics,Swimming,4X100M Medley Relay,"Gery, Marcel",Men,Can,Canada,M,Bronze,1990,North America,No,Water Sports
Barcelona,1992,Aquatics,Swimming,200M Freestyle,"Kasvio, Antti Alexander",Men,Fin,Finland,M,Bronze,1990,Europe,No,Water Sports
Barcelona,1992,Aquatics,Swimming,200M Butterfly,"Stewart, Melvin",Men,Usa,United States,M,Gold,1990,North America,Yes,Water Sports
Barcelona,1992,Aquatics,Swimming,4X100M Medley Relay,"Pyshnenko, Vladimir",Men,Eun,Unified Team,M,Silver,1990,Europe,Yes,Water Sports
